entry_time,exit_time,entry_price,exit_price,qty_btc,pnl_usd,pnl_pct,exit_reason,ml_prob,ml_approved
2024-05-15,2024-05-15,62258.92,62558.92,1.81511,272.27,0.4819,red_brick,N/A,True
2024-05-20,2024-05-20,66758.92,66420.07,1.702276,-576.82,-0.5076,stop_loss,N/A,True
2024-05-27,2024-05-27,69058.92,68845.53,1.637229,-349.37,-0.309,stop_loss,N/A,True
2024-05-27,2024-05-27,69458.92,69858.92,0.811385,324.55,0.5759,partial_profit,N/A,True
2024-05-27,2024-05-27,69458.92,70158.92,1.622771,567.97,1.0078,red_brick,N/A,True
2024-05-30,2024-05-30,68758.92,69158.92,0.826136,330.45,0.5817,partial_profit,N/A,True
2024-05-30,2024-05-30,68758.92,69258.92,1.652272,413.07,0.7272,red_brick,N/A,True
2024-06-02,2024-06-02,68158.92,68058.92,1.677726,-167.77,-0.1467,red_brick,N/A,True
2024-06-16,2024-06-17,66658.92,66558.92,1.712962,-171.3,-0.15,red_brick,N/A,True
2024-06-20,2024-06-20,65858.92,66058.92,1.731169,346.23,0.3037,red_brick,N/A,True
2024-06-28,2024-06-28,61658.92,61858.92,1.854705,370.94,0.3244,red_brick,N/A,True
2024-06-30,2024-06-30,61458.92,61858.92,0.933388,373.36,0.6508,partial_profit,N/A,True
2024-06-30,2024-06-30,61458.92,61858.92,1.866777,373.36,0.6508,red_brick,N/A,True
2024-07-06,2024-07-07,57958.92,58058.92,1.99239,199.24,0.1725,red_brick,N/A,True
2024-07-09,2024-07-09,57358.92,57110.86,2.016705,-500.26,-0.4325,stop_loss,N/A,True
2024-07-12,2024-07-12,58258.92,57615.88,1.976963,-1271.27,-1.1038,stop_loss,N/A,True
2024-07-19,2024-07-19,65258.92,65658.92,0.872712,349.08,0.6129,partial_profit,N/A,True
2024-07-19,2024-07-19,65258.92,67058.92,1.745424,1570.88,2.7582,red_brick,N/A,True
2024-07-26,2024-07-26,67058.92,66958.92,1.727204,-172.72,-0.1491,red_brick,N/A,True
2024-08-07,2024-08-07,56958.92,56958.92,2.030441,0.0,0.0,red_brick,N/A,True
2024-08-08,2024-08-08,56958.92,57358.92,1.015221,406.09,0.7023,partial_profit,N/A,True
2024-08-08,2024-08-08,56958.92,57758.92,2.030441,812.18,1.4045,red_brick,N/A,True
2024-08-17,2024-08-17,59058.92,59158.92,1.978871,197.89,0.1693,red_brick,N/A,True
2024-08-20,2024-08-20,60558.92,60958.92,0.966562,386.62,0.6605,partial_profit,N/A,True
2024-08-20,2024-08-20,60558.92,61058.92,1.933124,483.28,0.8256,red_brick,N/A,True
2024-08-21,2024-08-21,59558.92,59758.92,1.980187,396.04,0.3358,red_brick,N/A,True
2024-08-21,2024-08-21,59558.92,59958.92,0.993418,397.37,0.6716,partial_profit,N/A,True
2024-08-21,2024-08-21,59558.92,61458.92,1.986836,1887.49,3.1901,red_brick,N/A,True
2024-09-02,2024-09-02,59058.92,59158.92,2.042345,204.23,0.1693,red_brick,N/A,True
2024-09-17,2024-09-17,60358.92,60758.92,1.000871,400.35,0.6627,partial_profit,N/A,True
2024-09-17,2024-09-17,60358.92,60958.92,2.001741,600.52,0.9941,red_brick,N/A,True
2024-09-22,2024-09-22,63158.92,62788.16,1.928846,-715.14,-0.587,stop_loss,N/A,True
2024-09-26,2024-09-26,63858.92,64258.92,0.948252,379.3,0.6264,partial_profit,N/A,True
2024-09-26,2024-09-26,63858.92,65258.92,1.896503,1327.55,2.1923,red_brick,N/A,True
2024-10-04,2024-10-04,61958.92,62058.92,1.982209,198.22,0.1614,red_brick,N/A,True
2024-10-11,2024-10-11,62358.92,62758.92,0.986336,394.53,0.6414,partial_profit,N/A,True
2024-10-11,2024-10-11,62358.92,62958.92,1.972673,591.8,0.9622,red_brick,N/A,True
2024-10-27,2024-10-27,67558.92,67558.92,1.835436,0.0,0.0,red_brick,N/A,True
2024-11-05,2024-11-05,68858.92,69258.92,0.900392,360.16,0.5809,partial_profit,N/A,True
2024-11-05,2024-11-05,68858.92,69858.92,1.800784,900.39,1.4522,red_brick,N/A,True
2024-11-15,2024-11-15,89458.92,89858.92,0.700101,280.04,0.4471,partial_profit,N/A,True
2024-11-15,2024-11-15,89458.92,89134.49,1.400203,-227.13,-0.3627,stop_loss,N/A,True
2024-11-18,2024-11-18,90658.92,91058.92,0.691126,276.45,0.4412,partial_profit,N/A,True
2024-11-18,2024-11-18,90658.92,91958.92,1.382253,898.46,1.4339,red_brick,N/A,True
2024-11-25,2024-11-25,98358.92,98458.92,1.285989,128.6,0.1017,red_brick,N/A,True
2024-11-27,2024-11-27,96358.92,96758.92,0.657007,262.8,0.4151,partial_profit,N/A,True
2024-11-27,2024-11-27,96358.92,96658.92,1.314015,197.1,0.3113,red_brick,N/A,True
2024-12-04,2024-12-04,96658.92,96758.92,1.314694,131.47,0.1035,red_brick,N/A,True
2024-12-04,2024-12-04,96258.92,96658.92,0.660762,264.3,0.4155,partial_profit,N/A,True
2024-12-04,2024-12-04,96258.92,98858.92,1.321523,1717.98,2.701,red_brick,N/A,True
2024-12-11,2024-12-11,98858.92,99258.92,0.653409,261.36,0.4046,partial_profit,N/A,True
2024-12-11,2024-12-11,98858.92,100558.92,1.306819,1110.8,1.7196,red_brick,N/A,True
2024-12-24,2024-12-24,98258.92,98658.92,0.664382,265.75,0.4071,partial_profit,N/A,True
2024-12-24,2024-12-24,98258.92,98658.92,1.328763,265.75,0.4071,red_brick,N/A,True
2024-12-31,2024-12-31,95458.92,95458.92,1.373307,0.0,0.0,red_brick,N/A,True
